TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer,Amount_EUR,CreditCardFees_EUR,InsuranceFees_EUR,LatePaymentAmount_EUR,MonthlyIncome_EUR
8937,1065,2025-01-17,Fee,5909.601869733081,Mortgage,Business,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,617,6988.61,Middle Income Segment,Mid-tier Savings Booster,5909.6,0.0,0.0,0.0,6988.61
8938,5262,2023-09-18,Transfer,3222.643047555297,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,USD,0.0,0.0,0.0,425,7423.82,High Income Segment,Premium Investment Services,2778.14,0.0,0.0,0.0,6399.84
8939,6704,2023-10-10,Withdrawal,3208.282413300065,Savings Account,Gold,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,768,7496.36,High Income Segment,Premium Investment Services,3208.28,0.0,0.0,0.0,7496.36
8940,9594,2024-12-15,Loan Payment,8052.126658242452,Loan,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,0.0,4.83,71.82,661,7049.69,High Income Segment,Premium Investment Services,8052.13,0.0,4.83,71.82,7049.69
8941,8989,2023-09-25,Transfer,2767.153058791586,Savings Account,Business,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,0.0,760,5784.05,Middle Income Segment,Mid-tier Savings Booster,2767.15,0.0,0.0,0.0,5784.05
8942,7255,2023-10-29,Loan Payment,3140.419812034895,Savings Account,Business,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,31.43,465,2995.84,Low Income Segment,No-Fee Basic Account,3140.42,0.0,0.0,31.43,2995.84
8943,8441,2024-10-20,Transfer,8488.398814952354,Credit Card,Standard,Barcelona,41.3874,2.1686,Branch,EUR,39.99,0.0,0.0,829,1833.25,Low Income Segment,Financial Literacy Program Access,8488.4,39.99,0.0,0.0,1833.25
8944,5692,2023-07-28,Deposit,11446.77224936712,Loan,Business,Valencia,39.4699,-0.3763,Mobile,USD,0.0,5.03,0.0,387,1522.57,Low Income Segment,Financial Literacy Program Access,9867.91,0.0,4.34,0.0,1312.56
8945,5419,2023-11-03,Card Payment,462.433372884337,Savings Account,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,304,5334.03,Middle Income Segment,Mid-tier Savings Booster,462.43,0.0,0.0,0.0,5334.03
8946,8960,2024-07-03,Withdrawal,63.55291456960927,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,0.0,0.0,720,2775.36,Low Income Segment,No-Fee Basic Account,63.55,0.0,0.0,0.0,2775.36
8947,7078,2024-04-27,Card Payment,2590.785116451719,Savings Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,0.0,844,6262.6,Middle Income Segment,Mid-tier Savings Booster,2590.79,0.0,0.0,0.0,6262.6
8948,2437,2024-06-07,Withdrawal,2062.065370306606,Savings Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,574,6746.38,Middle Income Segment,Mid-tier Savings Booster,2062.07,0.0,0.0,0.0,6746.38
8949,9620,2023-02-23,Transfer,4418.384614197238,Credit Card,Gold,Zaragoza,41.6488,-0.8891,ATM,USD,29.04,0.0,0.0,590,2661.01,Low Income Segment,Financial Literacy Program Access,3808.95,25.03,0.0,0.0,2293.97
8950,8032,2023-06-09,Withdrawal,6839.758482919071,Mortgage,Standard,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,0.0,469,5149.68,Middle Income Segment,Mid-tier Savings Booster,6839.76,0.0,0.0,0.0,5149.68
8951,6731,2024-10-11,Loan Payment,11116.32200151712,Loan,Business,Murcia,37.9847,-1.1287,ATM,EUR,0.0,43.75,108.8,598,2355.06,Low Income Segment,Financial Literacy Program Access,11116.32,0.0,43.75,108.8,2355.06
8952,4378,2023-11-25,Withdrawal,9491.092973126104,Mortgage,Student,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,600,8789.32,High Income Segment,Exclusive Platinum Package,9491.09,0.0,0.0,0.0,8789.32
8953,9584,2024-12-11,Withdrawal,4332.113639170297,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,44.9,0.0,0.0,591,3890.1,Middle Income Segment,Gold Card with Travel Benefits,4332.11,44.9,0.0,0.0,3890.1
8954,7347,2025-02-08,Card Payment,6784.345721702951,Mortgage,Business,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,783,8191.05,High Income Segment,Exclusive Platinum Package,6784.35,0.0,0.0,0.0,8191.05
8955,7401,2023-08-05,Withdrawal,4213.20757511475,Savings Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,584,9357.8,High Income Segment,Premium Investment Services,4213.21,0.0,0.0,0.0,9357.8
8956,7629,2024-01-02,Fee,2704.777618599148,Loan,Business,Bilbao,43.263,-2.935,ATM,EUR,0.0,93.46,0.0,386,6113.78,Middle Income Segment,Personal Loan Cashback Offer,2704.78,0.0,93.46,0.0,6113.78
8957,5541,2024-10-22,Transfer,78.47221191500613,Savings Account,Business,Seville,37.3891,-5.9845,Online,USD,0.0,0.0,0.0,731,1933.08,Low Income Segment,No-Fee Basic Account,67.65,0.0,0.0,0.0,1666.45
8958,8876,2023-12-19,Deposit,5943.597305668901,Loan,Gold,Malaga,36.7213,-4.4214,Online,EUR,0.0,12.89,0.0,561,1837.51,Low Income Segment,Financial Literacy Program Access,5943.6,0.0,12.89,0.0,1837.51
8959,9533,2024-10-11,Deposit,14311.51150193465,Mortgage,Standard,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,0.0,462,4136.76,Middle Income Segment,Mid-tier Savings Booster,14311.51,0.0,0.0,0.0,4136.76
8960,9324,2024-02-20,Fee,4063.066869632823,Savings Account,Business,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,806,9878.87,High Income Segment,Premium Investment Services,4063.07,0.0,0.0,0.0,9878.87
8961,1264,2025-01-30,Card Payment,4000.420324642112,Credit Card,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,15.17,0.0,0.0,742,3113.88,Middle Income Segment,Gold Card with Travel Benefits,4000.42,15.17,0.0,0.0,3113.88
8962,2434,2025-01-06,Fee,877.5200488771636,Savings Account,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,373,8845.09,High Income Segment,Premium Investment Services,877.52,0.0,0.0,0.0,8845.09
8963,6327,2024-08-10,Deposit,4449.211496271956,Checking Account,Gold,Murcia,37.9847,-1.1287,Branch,EUR,0.0,0.0,0.0,397,2894.98,Low Income Segment,Financial Literacy Program Access,4449.21,0.0,0.0,0.0,2894.98
8964,6097,2023-01-18,Loan Payment,8605.823197627911,Credit Card,Student,Barcelona,41.3874,2.1686,Mobile,EUR,15.73,0.0,63.7,355,4281.94,Middle Income Segment,Gold Card with Travel Benefits,8605.82,15.73,0.0,63.7,4281.94
8965,2660,2024-03-23,Deposit,8909.467124305245,Loan,Standard,Bilbao,43.263,-2.935,Mobile,EUR,0.0,36.56,0.0,358,4630.15,Middle Income Segment,Personal Loan Cashback Offer,8909.47,0.0,36.56,0.0,4630.15
8966,6692,2025-01-04,Deposit,4216.01515615994,Checking Account,Business,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,482,2854.77,Low Income Segment,Financial Literacy Program Access,4216.02,0.0,0.0,0.0,2854.77
8967,3354,2023-09-03,Transfer,3666.934834199176,Savings Account,Gold,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,378,4645.69,Middle Income Segment,Mid-tier Savings Booster,3666.93,0.0,0.0,0.0,4645.69
8968,9457,2025-03-19,Deposit,4811.934789746203,Savings Account,Platinum,Murcia,37.9847,-1.1287,ATM,USD,0.0,0.0,0.0,489,4869.82,Middle Income Segment,Mid-tier Savings Booster,4148.22,0.0,0.0,0.0,4198.12
8969,7461,2024-12-11,Deposit,2759.102324617239,Savings Account,Business,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,831,9215.54,High Income Segment,Premium Investment Services,2759.1,0.0,0.0,0.0,9215.54
8970,8044,2025-03-30,Withdrawal,2772.330668502225,Savings Account,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,450,1442.1,Low Income Segment,No-Fee Basic Account,2772.33,0.0,0.0,0.0,1442.1
8971,6497,2024-07-22,Fee,3736.171090325031,Checking Account,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,684,1113.47,Low Income Segment,Financial Literacy Program Access,3736.17,0.0,0.0,0.0,1113.47
8972,5549,2024-07-04,Deposit,5546.441191057445,Credit Card,Standard,Murcia,37.9847,-1.1287,Online,EUR,42.2,0.0,0.0,794,5203.17,Middle Income Segment,Gold Card with Travel Benefits,5546.44,42.2,0.0,0.0,5203.17
8973,7334,2024-11-03,Deposit,4955.778981520471,Checking Account,Platinum,Bilbao,43.263,-2.935,Online,USD,0.0,0.0,0.0,467,9984.07,High Income Segment,Premium Investment Services,4272.22,0.0,0.0,0.0,8606.96
8974,7010,2023-08-30,Loan Payment,2005.897982273229,Credit Card,Gold,Bilbao,43.263,-2.935,Mobile,EUR,4.34,0.0,59.11,791,9090.61,High Income Segment,Exclusive Platinum Package,2005.9,4.34,0.0,59.11,9090.61
8975,5926,2025-02-06,Deposit,8470.017115804389,Mortgage,Gold,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,0.0,454,4861.69,Middle Income Segment,Mid-tier Savings Booster,8470.02,0.0,0.0,0.0,4861.69
8976,7065,2024-12-11,Transfer,215.2142842177011,Mortgage,Gold,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,0.0,305,6391.33,Middle Income Segment,Mid-tier Savings Booster,215.21,0.0,0.0,0.0,6391.33
8977,3179,2024-06-22,Card Payment,9174.761693480183,Credit Card,Gold,Malaga,36.7213,-4.4214,Online,USD,38.12,0.0,0.0,449,7237.59,High Income Segment,Exclusive Platinum Package,7909.28,32.86,0.0,0.0,6239.3
8978,5967,2025-03-17,Loan Payment,379.5238210907403,Credit Card,Student,Madrid,40.4168,-3.7038,Online,EUR,39.59,0.0,6.21,664,8914.5,High Income Segment,Exclusive Platinum Package,379.52,39.59,0.0,6.21,8914.5
8979,1634,2023-01-02,Deposit,9372.38287028793,Credit Card,Business,Seville,37.3891,-5.9845,Branch,EUR,13.96,0.0,0.0,410,2421.42,Low Income Segment,Financial Literacy Program Access,9372.38,13.96,0.0,0.0,2421.42
8980,4631,2023-07-10,Card Payment,14438.36932634821,Mortgage,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0.0,0.0,0.0,641,9581.7,High Income Segment,Exclusive Platinum Package,14438.37,0.0,0.0,0.0,9581.7
8981,5677,2024-08-12,Transfer,5157.312143495451,Credit Card,Business,Malaga,36.7213,-4.4214,Mobile,EUR,44.96,0.0,0.0,492,7025.42,High Income Segment,Exclusive Platinum Package,5157.31,44.96,0.0,0.0,7025.42
8982,3218,2023-10-03,Fee,3258.010656215828,Credit Card,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,23.19,0.0,0.0,679,7271.79,High Income Segment,Exclusive Platinum Package,3258.01,23.19,0.0,0.0,7271.79
8983,2389,2024-03-04,Deposit,1448.585564863699,Checking Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,515,4826.63,Middle Income Segment,Mid-tier Savings Booster,1448.59,0.0,0.0,0.0,4826.63
8984,5276,2024-12-18,Fee,2024.035704996364,Loan,Standard,Barcelona,41.3874,2.1686,ATM,EUR,0.0,4.6,0.0,731,8199.55,High Income Segment,Premium Investment Services,2024.04,0.0,4.6,0.0,8199.55
8985,2249,2025-04-25,Deposit,1190.630758661601,Savings Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,802,5631.45,Middle Income Segment,Mid-tier Savings Booster,1190.63,0.0,0.0,0.0,5631.45
8986,8640,2023-03-09,Loan Payment,2377.95941941526,Savings Account,Student,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,136.58,460,4912.31,Middle Income Segment,Mid-tier Savings Booster,2377.96,0.0,0.0,136.58,4912.31
8987,6712,2025-04-24,Loan Payment,5795.051868782673,Checking Account,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,19.98,424,5461.96,Middle Income Segment,Mid-tier Savings Booster,5795.05,0.0,0.0,19.98,5461.96
8988,2245,2023-06-01,Card Payment,3905.972191438015,Credit Card,Student,Barcelona,41.3874,2.1686,ATM,EUR,12.03,0.0,0.0,629,8897.23,High Income Segment,Exclusive Platinum Package,3905.97,12.03,0.0,0.0,8897.23
8989,9245,2024-11-16,Transfer,9700.081820775118,Loan,Platinum,Seville,37.3891,-5.9845,Branch,EUR,0.0,90.21,0.0,689,7388.86,High Income Segment,Premium Investment Services,9700.08,0.0,90.21,0.0,7388.86
8990,1442,2024-08-22,Withdrawal,4405.98771050901,Checking Account,Business,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,542,5274.35,Middle Income Segment,Mid-tier Savings Booster,4405.99,0.0,0.0,0.0,5274.35
8991,7976,2023-05-19,Card Payment,251.5315668800423,Loan,Business,Madrid,40.4168,-3.7038,Mobile,USD,0.0,68.55,0.0,462,3528.96,Middle Income Segment,Personal Loan Cashback Offer,216.84,0.0,59.09,0.0,3042.21
8992,5675,2023-12-07,Card Payment,1976.621915281102,Mortgage,Student,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,371,6249.6,Middle Income Segment,Mid-tier Savings Booster,1976.62,0.0,0.0,0.0,6249.6
8993,8953,2023-04-14,Transfer,7110.590538363215,Loan,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,91.88,0.0,411,7532.92,High Income Segment,Premium Investment Services,7110.59,0.0,91.88,0.0,7532.92
8994,5377,2025-02-04,Deposit,1263.291753335802,Checking Account,Platinum,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,785,3931.34,Middle Income Segment,Mid-tier Savings Booster,1263.29,0.0,0.0,0.0,3931.34
8995,8058,2024-08-03,Fee,3036.249097972284,Savings Account,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,441,3162.03,Middle Income Segment,Mid-tier Savings Booster,3036.25,0.0,0.0,0.0,3162.03
8996,1822,2024-04-24,Fee,6642.900886471808,Mortgage,Gold,Valencia,39.4699,-0.3763,Branch,EUR,0.0,0.0,0.0,839,3664.31,Middle Income Segment,Mid-tier Savings Booster,6642.9,0.0,0.0,0.0,3664.31
8997,3939,2023-08-28,Deposit,8572.187852771556,Loan,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,85.41,0.0,731,2819.31,Low Income Segment,Financial Literacy Program Access,8572.19,0.0,85.41,0.0,2819.31
8998,8096,2025-03-19,Withdrawal,1457.242742316386,Savings Account,Standard,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,785,8384.46,High Income Segment,Premium Investment Services,1457.24,0.0,0.0,0.0,8384.46
8999,6765,2023-08-06,Withdrawal,10203.85268971697,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,44.01,0.0,615,2347.2,Low Income Segment,Financial Literacy Program Access,10203.85,0.0,44.01,0.0,2347.2
9000,2031,2024-12-07,Withdrawal,4836.128326682895,Loan,Business,Barcelona,41.3874,2.1686,Branch,EUR,0.0,10.25,0.0,619,6226.83,Middle Income Segment,Personal Loan Cashback Offer,4836.13,0.0,10.25,0.0,6226.83
9001,1562,2024-08-02,Deposit,7794.230467255419,Credit Card,Student,Valencia,39.4699,-0.3763,Online,EUR,21.39,0.0,0.0,684,5898.43,Middle Income Segment,Gold Card with Travel Benefits,7794.23,21.39,0.0,0.0,5898.43
9002,1340,2023-06-22,Loan Payment,101.5120763210202,Savings Account,Business,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,112.98,650,2456.1,Low Income Segment,No-Fee Basic Account,101.51,0.0,0.0,112.98,2456.1
9003,5567,2023-11-29,Card Payment,5865.960036551577,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,300,4258.42,Middle Income Segment,Mid-tier Savings Booster,5865.96,0.0,0.0,0.0,4258.42
9004,8862,2025-05-09,Loan Payment,3292.403070826432,Mortgage,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,90.65,625,3960.42,Middle Income Segment,Mid-tier Savings Booster,3292.4,0.0,0.0,90.65,3960.42
9005,3296,2024-11-02,Deposit,6619.090832042294,Mortgage,Student,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,0.0,514,2988.49,Low Income Segment,Financial Literacy Program Access,6619.09,0.0,0.0,0.0,2988.49
9006,1234,2023-04-22,Loan Payment,11756.6360949125,Loan,Standard,Seville,37.3891,-5.9845,Branch,EUR,0.0,7.18,153.02,836,7047.66,High Income Segment,Premium Investment Services,11756.64,0.0,7.18,153.02,7047.66
9007,6202,2023-11-08,Withdrawal,797.0825400199689,Savings Account,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,307,9924.51,High Income Segment,Premium Investment Services,797.08,0.0,0.0,0.0,9924.51
9008,2291,2023-10-20,Loan Payment,1324.721100888076,Mortgage,Standard,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,41.85,592,2800.53,Low Income Segment,Financial Literacy Program Access,1324.72,0.0,0.0,41.85,2800.53
9009,5727,2024-11-18,Deposit,885.6207854702104,Mortgage,Business,Barcelona,41.3874,2.1686,Mobile,USD,0.0,0.0,0.0,830,2606.07,Low Income Segment,Financial Literacy Program Access,763.47,0.0,0.0,0.0,2246.61
9010,9720,2024-04-02,Card Payment,1542.577118890109,Loan,Gold,Seville,37.3891,-5.9845,ATM,EUR,0.0,95.14,0.0,767,8997.77,High Income Segment,Premium Investment Services,1542.58,0.0,95.14,0.0,8997.77
9011,3939,2024-09-20,Loan Payment,490.4570141342721,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,44.87,533,4463.54,Middle Income Segment,Mid-tier Savings Booster,490.46,0.0,0.0,44.87,4463.54
9012,6435,2024-09-25,Loan Payment,10207.22729480676,Mortgage,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,22.98,529,7510.29,High Income Segment,Exclusive Platinum Package,10207.23,0.0,0.0,22.98,7510.29
9013,7981,2023-03-09,Loan Payment,590.0080799742299,Savings Account,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,108.76,644,2940.83,Low Income Segment,No-Fee Basic Account,590.01,0.0,0.0,108.76,2940.83
9014,6392,2023-12-13,Loan Payment,2953.787741061029,Mortgage,Standard,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,49.01,536,2710.0,Low Income Segment,Financial Literacy Program Access,2953.79,0.0,0.0,49.01,2710.0
9015,8972,2023-03-06,Card Payment,8019.570839881339,Loan,Business,Bilbao,43.263,-2.935,ATM,EUR,0.0,49.72,0.0,467,6657.46,Middle Income Segment,Personal Loan Cashback Offer,8019.57,0.0,49.72,0.0,6657.46
9016,2233,2024-12-18,Deposit,3483.417605220506,Checking Account,Business,Malaga,36.7213,-4.4214,Online,USD,0.0,0.0,0.0,317,8042.78,High Income Segment,Premium Investment Services,3002.95,0.0,0.0,0.0,6933.43
9017,3800,2023-04-29,Transfer,433.6414804758152,Checking Account,Standard,Madrid,40.4168,-3.7038,Mobile,USD,0.0,0.0,0.0,560,7642.6,High Income Segment,Premium Investment Services,373.83,0.0,0.0,0.0,6588.45
9018,3775,2024-12-20,Loan Payment,4841.928014399454,Savings Account,Business,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,179.4,315,7908.03,High Income Segment,Premium Investment Services,4841.93,0.0,0.0,179.4,7908.03
9019,7044,2024-02-09,Transfer,4681.323927630401,Checking Account,Student,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,564,8163.69,High Income Segment,Premium Investment Services,4681.32,0.0,0.0,0.0,8163.69
9020,4487,2024-08-29,Card Payment,9151.196251194908,Mortgage,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,787,4470.01,Middle Income Segment,Mid-tier Savings Booster,9151.2,0.0,0.0,0.0,4470.01
9021,8383,2024-07-25,Deposit,8340.799153596736,Credit Card,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,3.45,0.0,0.0,718,3534.16,Middle Income Segment,Gold Card with Travel Benefits,8340.8,3.45,0.0,0.0,3534.16
9022,4850,2024-12-19,Fee,11288.79830695352,Loan,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0.0,97.47,0.0,731,2039.5,Low Income Segment,Financial Literacy Program Access,11288.8,0.0,97.47,0.0,2039.5
9023,5997,2025-02-05,Transfer,864.6864134592807,Mortgage,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,685,5195.57,Middle Income Segment,Mid-tier Savings Booster,864.69,0.0,0.0,0.0,5195.57
9024,1890,2025-03-09,Deposit,1032.235889091242,Mortgage,Standard,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,474,6375.01,Middle Income Segment,Mid-tier Savings Booster,1032.24,0.0,0.0,0.0,6375.01
9025,6920,2023-07-20,Fee,9644.741896123902,Loan,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,44.47,0.0,608,5694.81,Middle Income Segment,Personal Loan Cashback Offer,9644.74,0.0,44.47,0.0,5694.81
9026,2188,2024-07-07,Loan Payment,8643.544942062681,Loan,Standard,Madrid,40.4168,-3.7038,Online,EUR,0.0,69.39,90.23,772,4926.15,Middle Income Segment,Personal Loan Cashback Offer,8643.54,0.0,69.39,90.23,4926.15
9027,6644,2024-08-02,Card Payment,3242.160578000201,Mortgage,Business,Valencia,39.4699,-0.3763,Branch,USD,0.0,0.0,0.0,576,4937.43,Middle Income Segment,Mid-tier Savings Booster,2794.97,0.0,0.0,0.0,4256.41
9028,1740,2023-10-01,Card Payment,2510.192310988091,Checking Account,Standard,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,615,9030.59,High Income Segment,Premium Investment Services,2510.19,0.0,0.0,0.0,9030.59
9029,2369,2023-04-14,Deposit,3049.851546605149,Savings Account,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,527,7027.33,High Income Segment,Premium Investment Services,3049.85,0.0,0.0,0.0,7027.33
9030,3000,2023-09-24,Withdrawal,11759.03790730948,Mortgage,Business,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,346,3023.51,Middle Income Segment,Mid-tier Savings Booster,11759.04,0.0,0.0,0.0,3023.51
9031,2471,2023-12-19,Fee,5903.526733609432,Credit Card,Platinum,Madrid,40.4168,-3.7038,Online,USD,15.03,0.0,0.0,745,4407.69,Middle Income Segment,Gold Card with Travel Benefits,5089.25,12.96,0.0,0.0,3799.73
9032,2536,2023-04-13,Withdrawal,11803.3651363006,Mortgage,Student,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,746,6359.49,Middle Income Segment,Mid-tier Savings Booster,11803.37,0.0,0.0,0.0,6359.49
9033,1318,2024-07-25,Card Payment,2243.720259688766,Credit Card,Gold,Valencia,39.4699,-0.3763,Mobile,USD,35.99,0.0,0.0,791,4181.02,Middle Income Segment,Gold Card with Travel Benefits,1934.24,31.03,0.0,0.0,3604.33
9034,6153,2024-07-27,Card Payment,4943.536476087063,Mortgage,Gold,Madrid,40.4168,-3.7038,Online,USD,0.0,0.0,0.0,705,6766.89,Middle Income Segment,Mid-tier Savings Booster,4261.67,0.0,0.0,0.0,5833.53
9035,2894,2023-10-08,Loan Payment,1527.568460714979,Mortgage,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,159.48,806,3472.39,Middle Income Segment,Mid-tier Savings Booster,1527.57,0.0,0.0,159.48,3472.39
9036,8991,2023-06-26,Loan Payment,9632.90752106373,Credit Card,Student,Barcelona,41.3874,2.1686,ATM,USD,6.32,0.0,33.86,590,9016.46,High Income Segment,Exclusive Platinum Package,8304.23,5.45,0.0,29.19,7772.81
9037,9592,2024-10-23,Transfer,4036.246053241583,Savings Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,0.0,711,5944.32,Middle Income Segment,Mid-tier Savings Booster,4036.25,0.0,0.0,0.0,5944.32
9038,6935,2023-01-09,Card Payment,7004.107667742805,Credit Card,Gold,Murcia,37.9847,-1.1287,Branch,EUR,42.21,0.0,0.0,483,2947.31,Low Income Segment,Financial Literacy Program Access,7004.11,42.21,0.0,0.0,2947.31
9039,1723,2025-05-18,Loan Payment,975.7549676067678,Savings Account,Gold,Madrid,40.4168,-3.7038,Online,EUR,0.0,0.0,151.31,478,4148.71,Middle Income Segment,Mid-tier Savings Booster,975.75,0.0,0.0,151.31,4148.71
9040,3329,2023-01-25,Transfer,3486.581429278576,Savings Account,Student,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,621,9703.06,High Income Segment,Premium Investment Services,3486.58,0.0,0.0,0.0,9703.06
9041,3770,2024-11-24,Fee,8436.851418309272,Credit Card,Business,Murcia,37.9847,-1.1287,Mobile,EUR,45.45,0.0,0.0,375,5758.65,Middle Income Segment,Gold Card with Travel Benefits,8436.85,45.45,0.0,0.0,5758.65
9042,8545,2023-03-13,Withdrawal,10063.98186826847,Loan,Standard,Madrid,40.4168,-3.7038,ATM,EUR,0.0,71.22,0.0,799,3172.36,Middle Income Segment,Personal Loan Cashback Offer,10063.98,0.0,71.22,0.0,3172.36
9043,5846,2024-05-01,Fee,7384.19880363531,Credit Card,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,14.45,0.0,0.0,547,8188.86,High Income Segment,Exclusive Platinum Package,7384.2,14.45,0.0,0.0,8188.86
9044,1267,2023-07-02,Withdrawal,4814.71002512953,Loan,Business,Seville,37.3891,-5.9845,ATM,EUR,0.0,23.16,0.0,622,1880.3,Low Income Segment,Financial Literacy Program Access,4814.71,0.0,23.16,0.0,1880.3
9045,1569,2023-07-30,Deposit,11431.16541186428,Mortgage,Standard,Zaragoza,41.6488,-0.8891,ATM,EUR,0.0,0.0,0.0,501,9054.7,High Income Segment,Exclusive Platinum Package,11431.17,0.0,0.0,0.0,9054.7
9046,2973,2023-02-18,Fee,6023.049892126863,Loan,Business,Barcelona,41.3874,2.1686,Online,USD,0.0,55.67,0.0,546,4159.07,Middle Income Segment,Personal Loan Cashback Offer,5192.28,0.0,47.99,0.0,3585.41
9047,9737,2025-04-16,Deposit,3159.094950761423,Checking Account,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0.0,0.0,0.0,617,8826.39,High Income Segment,Premium Investment Services,3159.09,0.0,0.0,0.0,8826.39
9048,3822,2024-02-18,Withdrawal,14375.70030949557,Mortgage,Standard,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,683,1052.43,Low Income Segment,Financial Literacy Program Access,14375.7,0.0,0.0,0.0,1052.43
9049,5460,2024-01-10,Card Payment,2198.07926132982,Mortgage,Standard,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,749,9260.14,High Income Segment,Exclusive Platinum Package,2198.08,0.0,0.0,0.0,9260.14
9050,1270,2025-01-28,Card Payment,10738.37899804878,Loan,Standard,Madrid,40.4168,-3.7038,Online,EUR,0.0,88.22,0.0,821,7607.69,High Income Segment,Premium Investment Services,10738.38,0.0,88.22,0.0,7607.69
